"Región,""PA"",""Nombre"",""Provincia"",""Distrito"",""Corregimiento"",""01/07"",""02/07"",""03/07"",""04/07"",""05/07"",""06/07"",""07/07"",""08/07"",""09/07"",""10/07"",""11/07"",""12/07"",""13/07"",""14/07"",""15/07"",""16/07"",""17/07"",""18/07"",""19/07"",""20/07"",""21/07"",""22/07"",""23/07"",""24/07"",""25/07"",""26/07"",""27/07"",""28/07"",""29/07"",""30/07"",""31/07"""
"3,""1054"",""Escuela Chumical"",""Coclé"",""Penonomé"",""Toabré"",""3"",""2"",""1"",""2"",""2"",""2"",""2"",""2"",""0"",""0"",""0"",""2"",""1"",""1"",""2"",""2"",""2"",""1"",""3"",""1"",""2"",""2"",""1"",""1"",""1"",""1"",""2"",""2"",""2"",""1"",""1"""
"3,""1055"",""Escuela Miraflores"",""Coclé"",""Penonomé"",""Toabré"",""1"",""0"",""4"",""1"",""2"",""2"",""3"",""2"",""3"",""3"",""4"",""5"",""6"",""6"",""2"",""4"",""1"",""4"",""2"",""2"",""0"",""1"",""2"",""1"",""3"",""2"",""2"",""3"",""2"",""1"",""1"""
"3,""1056"",""Escuela Sabana Larga"",""Coclé"",""Penonomé"",""Toabré"",""4"",""6"",""7"",""11"",""10"",""7"",""5"",""5"",""11"",""3"",""4"",""7"",""3"",""5"",""3"",""8"",""8"",""7"",""8"",""5"",""3"",""9"",""9"",""6"",""5"",""7"",""9"",""7"",""7"",""7"",""7"""
"3,""1057"",""Escuela Sagreja"",""Coclé"",""Penonomé"",""Toabré"",""1"",""1"",""3"",""3"",""4"",""2"",""3"",""1"",""2"",""3"",""4"",""2"",""4"",""1"",""2"",""1"",""3"",""3"",""3"",""3"",""1"",""1"",""3"",""3"",""2"",""2"",""1"",""5"",""4"",""2"",""3"""
"3,""1058"",""Escuela Tambo"",""Coclé"",""Penonomé"",""Toabré"",""4"",""6"",""8"",""10"",""8"",""7"",""8"",""10"",""12"",""7"",""7"",""10"",""1"",""13"",""3"",""11"",""10"",""6"",""6"",""8"",""5"",""3"",""4"",""9"",""13"",""13"",""9"",""7"",""9"",""9"",""8"""
"3,""1061"",""Escuela Las Minas"",""Coclé"",""Penonomé"",""Tulú"",""11"",""12"",""11"",""11"",""8"",""3"",""11"",""8"",""18"",""9"",""9"",""3"",""9"",""1"",""5"",""1"",""11"",""10"",""8"",""9"",""8"",""10"",""8"",""8"",""7"",""8"",""9"",""7"",""5"",""9"",""8"""
"3,""1062"",""Escuela Perecabé"",""Coclé"",""Penonomé"",""Tulú"",""17"",""17"",""16"",""18"",""22"",""9"",""15"",""1"",""21"",""12"",""16"",""8"",""17"",""6"",""12"",""7"",""20"",""11"",""16"",""19"",""11"",""12"",""20"",""12"",""16"",""20"",""12"",""12"",""20"",""17"",""22"""
"3,""1063"",""Escuela Santa Cruz de Perecabecito"",""Coclé"",""Penonomé"",""Tulú"",""22"",""21"",""23"",""20"",""22"",""10"",""18"",""14"",""22"",""18"",""20"",""9"",""16"",""7"",""10"",""0"",""18"",""23"",""22"",""17"",""20"",""21"",""17"",""23"",""21"",""23"",""21"",""24"",""21"",""18"",""12"""
"3,""1064"",""ESC. COSTA DE ORO"",""Colón"",""Chagres"",""Salud"",""1"",""1"",""1"",""1"",""0"",""1"",""3"",""1"",""0"",""0"",""1"",""1"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""2"",""0"",""1"",""0"",""1"",""0"",""1"",""1"",""2"",""0"",""1"""
"3,""1065"",""Esc. Salud"",""Colón"",""Chagres"",""Salud"",""6"",""2"",""4"",""5"",""6"",""6"",""8"",""5"",""4"",""7"",""8"",""10"",""6"",""6"",""4"",""7"",""3"",""4"",""4"",""6"",""4"",""6"",""6"",""6"",""6"",""5"",""3"",""9"",""8"",""6"",""5"""
"3,""1070"",""ESC. MIGUEL DE LA BORDA"",""Colón"",""Donoso"",""Miguel de la Borda"",""10"",""4"",""0"",""0"",""6"",""10"",""12"",""8"",""9"",""8"",""9"",""7"",""8"",""8"",""7"",""10"",""7"",""8"",""6"",""9"",""10"",""9"",""7"",""9"",""9"",""8"",""8"",""10"",""12"",""15"",""9"""
"3,""1072"",""Area frente al Ministerio de Desarrollo Social Chitré"",""Herrera"",""Chitré"",""Chitré"",""0"",""1"",""3"",""3"",""3"",""3"",""2"",""0"",""0"",""3"",""2"",""3"",""3"",""2"",""0"",""0"",""2"",""2"",""4"",""3"",""2"",""0"",""0"",""3"",""1"",""2"",""3"",""2"",""0"",""0"",""3"""
"3,""1073"",""Biblioteca Cristobal Rodriguez"",""Herrera"",""Chitré"",""Chitré"",""3"",""2"",""3"",""4"",""3"",""5"",""3"",""2"",""2"",""4"",""4"",""3"",""4"",""4"",""2"",""3"",""4"",""4"",""4"",""4"",""5"",""3"",""4"",""4"",""5"",""3"",""4"",""3"",""3"",""3"",""5"""
"3,""1074"",""Centro Regional Universitario Chitré"",""Herrera"",""Chitré"",""Chitré"",""3"",""1"",""5"",""4"",""5"",""1"",""0"",""0"",""0"",""7"",""4"",""6"",""4"",""3"",""4"",""0"",""5"",""3"",""4"",""4"",""4"",""4"",""1"",""2"",""2"",""2"",""3"",""2"",""0"",""0"",""2"""
"3,""1075"",""Colegio José D. Crespo"",""Herrera"",""Chitré"",""Chitré"",""0"",""0"",""0"",""3"",""1"",""3"",""0"",""0"",""6"",""3"",""0"",""0"",""1"",""2"",""1"",""2"",""4"",""2"",""0"",""1"",""0"",""0"",""0"",""3"",""6"",""4"",""0"",""2"",""2"",""0"",""4"""
"3,""1076"",""Corregiduria de Policia de Llano Bonito"",""Herrera"",""Chitré"",""Chitré"",""6"",""2"",""6"",""4"",""5"",""5"",""7"",""7"",""5"",""7"",""6"",""6"",""5"",""4"",""3"",""3"",""7"",""6"",""5"",""5"",""8"",""4"",""3"",""3"",""6"",""6"",""5"",""6"",""4"",""3"",""8"""
"3,""1077"",""Corregiduria de Policia San Juan Bautista"",""Herrera"",""Chitré"",""Chitré"",""2"",""4"",""2"",""3"",""3"",""3"",""4"",""3"",""3"",""1"",""2"",""1"",""4"",""3"",""7"",""4"",""4"",""2"",""3"",""7"",""9"",""6"",""2"",""7"",""5"",""7"",""8"",""7"",""1"",""14"",""6"""
"3,""1078"",""Cuartel de Bomberos Chitré"",""Herrera"",""Chitré"",""Chitré"",""2"",""2"",""3"",""4"",""2"",""4"",""2"",""1"",""6"",""2"",""2"",""5"",""2"",""3"",""4"",""1"",""2"",""6"",""2"",""1"",""3"",""2"",""0"",""1"",""0"",""1"",""2"",""2"",""3"",""5"",""2"""
"3,""1079"",""ESC. CRISTINA C. DE SANCHEZ"",""Herrera"",""Chitré"",""Chitré"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""1"",""0"",""1"",""0"",""0"",""0"",""0"",""1"",""0"",""1"",""0"",""0"",""0"",""0"",""0"",""0"""
"3,""1083"",""IPHE Chitré"",""Herrera"",""Chitré"",""Chitré"",""0"",""0"",""1"",""1"",""1"",""2"",""1"",""0"",""0"",""1"",""1"",""2"",""1"",""1"",""0"",""0"",""1"",""0"",""1"",""1"",""1"",""0"",""0"",""1"",""1"",""1"",""1"",""0"",""0"",""0"",""1"""
"3,""1084"",""MICI"",""Herrera"",""Chitré"",""Chitré"",""0"",""0"",""0"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""0"",""0"",""0"",""1"",""1"",""1"",""1"",""1"",""0"",""0"",""0"",""1"",""0"",""0"",""1"",""0"",""1"""
"3,""1085"",""Museo de Herrera"",""Herrera"",""Chitré"",""Chitré"",""0"",""0"",""2"",""2"",""2"",""2"",""4"",""3"",""3"",""1"",""3"",""4"",""2"",""3"",""2"",""2"",""2"",""2"",""3"",""7"",""4"",""2"",""2"",""2"",""5"",""3"",""4"",""2"",""2"",""0"",""0"""
"3,""1090"",""Parque Tomas Herrera"",""Herrera"",""Chitré"",""Chitré"",""1"",""1"",""2"",""1"",""3"",""2"",""2"",""3"",""1"",""2"",""2"",""1"",""2"",""2"",""1"",""0"",""1"",""2"",""1"",""1"",""4"",""2"",""0"",""0"",""0"",""2"",""1"",""2"",""2"",""1"",""0"""
"3,""1092"",""Primaria-Juan T. del Busto"",""Herrera"",""Chitré"",""Chitré"",""0"",""0"",""2"",""1"",""2"",""2"",""1"",""0"",""0"",""1"",""2"",""2"",""1"",""1"",""1"",""0"",""2"",""1"",""2"",""2"",""2"",""1"",""0"",""2"",""2"",""3"",""2"",""2"",""0"",""0"",""2"""
"3,""1093"",""Terminal de Buses Chitré"",""Herrera"",""Chitré"",""Chitré"",""1"",""2"",""3"",""2"",""3"",""3"",""3"",""3"",""2"",""3"",""3"",""3"",""3"",""2"",""2"",""3"",""2"",""0"",""1"",""2"",""3"",""2"",""0"",""1"",""2"",""2"",""2"",""1"",""2"",""2"",""0"""
"3,""1094"",""C.E.B.G. Presidente John F. Kennedy"",""Herrera"",""Chitré"",""La Arena"",""1"",""2"",""2"",""1"",""2"",""2"",""4"",""2"",""5"",""2"",""3"",""3"",""2"",""2"",""0"",""1"",""3"",""2"",""3"",""4"",""2"",""2"",""2"",""4"",""2"",""2"",""2"",""1"",""2"",""0"",""1"""
"3,""1096"",""Parque frente a la Iglesia"",""Herrera"",""Chitré"",""La Arena"",""1"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""3"",""3"",""3"",""3"",""4"",""6"",""3"",""3"",""4"",""4"",""4"",""5"",""5"",""5"",""6"",""4"",""5"",""5"",""5"",""6"",""4"",""6"",""4"""
"3,""1097"",""C. DE S. LLANO BONITO"",""Herrera"",""Chitré"",""Llano Bonito"",""5"",""3"",""4"",""2"",""3"",""3"",""5"",""4"",""5"",""4"",""3"",""3"",""6"",""5"",""4"",""5"",""6"",""4"",""3"",""3"",""5"",""7"",""5"",""7"",""7"",""4"",""4"",""7"",""5"",""3"",""4"""
"3,""1098"",""Escuela Eneida M. de Castillero"",""Herrera"",""Chitré"",""Llano Bonito"",""2"",""7"",""2"",""2"",""3"",""3"",""3"",""1"",""3"",""2"",""1"",""3"",""1"",""1"",""1"",""1"",""2"",""2"",""2"",""2"",""3"",""1"",""0"",""0"",""0"",""1"",""2"",""2"",""0"",""2"",""0"""
"3,""1099"",""Escuela Evelio D. Carrizo"",""Herrera"",""Chitré"",""Llano Bonito"",""1"",""0"",""2"",""2"",""2"",""3"",""2"",""1"",""4"",""2"",""3"",""2"",""2"",""2"",""1"",""1"",""2"",""3"",""2"",""4"",""3"",""1"",""4"",""3"",""2"",""2"",""1"",""2"",""0"",""0"",""2"""
"3,""1101"",""C. DE S. MONAGRILLO"",""Herrera"",""Chitré"",""San Miguel de Monagrillo"",""4"",""2"",""5"",""5"",""4"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""2"",""2"",""1"",""2"",""5"",""4"",""4"",""6"",""3"",""1"",""1"",""0"",""3"",""5"",""4"",""3"",""0"",""2"""
"3,""1103"",""Colegio Padre Segundo Familiar Cano"",""Herrera"",""Chitré"",""San Miguel de Monagrillo"",""1"",""0"",""2"",""3"",""4"",""2"",""3"",""1"",""0"",""3"",""4"",""4"",""4"",""4"",""1"",""0"",""3"",""3"",""2"",""0"",""0"",""2"",""1"",""3"",""3"",""1"",""2"",""3"",""3"",""1"",""2"""
"3,""1104"",""Escuela Boca de Parita"",""Herrera"",""Chitré"",""San Miguel de Monagrillo"",""7"",""6"",""4"",""5"",""4"",""6"",""5"",""3"",""3"",""3"",""4"",""5"",""3"",""6"",""6"",""4"",""5"",""3"",""4"",""4"",""3"",""4"",""3"",""3"",""5"",""4"",""4"",""4"",""4"",""2"",""6"""
"3,""1106"",""S. C. DE S. BOCA PARITA"",""Herrera"",""Chitré"",""San Miguel de Monagrillo"",""4"",""3"",""3"",""3"",""5"",""2"",""3"",""2"",""2"",""3"",""5"",""7"",""6"",""7"",""4"",""3"",""4"",""4"",""5"",""9"",""6"",""4"",""2"",""7"",""6"",""6"",""8"",""9"",""5"",""6"",""7"""
"3,""1107"",""Primaria-Hipólito Perez Tello"",""Herrera"",""Chitré"",""San Juan Bautista"",""0"",""5"",""1"",""1"",""1"",""2"",""1"",""0"",""2"",""2"",""2"",""2"",""3"",""2"",""0"",""0"",""1"",""2"",""2"",""1"",""1"",""1"",""5"",""2"",""2"",""2"",""2"",""2"",""0"",""0"",""2"""
"3,""1108"",""Primaria-Tomás Herrera"",""Herrera"",""Chitré"",""San Juan Bautista"",""1"",""0"",""1"",""1"",""2"",""1"",""1"",""1"",""0"",""1"",""1"",""1"",""1"",""1"",""1"",""0"",""1"",""1"",""1"",""1"",""1"",""1"",""0"",""1"",""1"",""1"",""1"",""0"",""1"",""0"",""1"""
"3,""1109"",""C.E.B.G. LOS POZOS"",""Herrera"",""Los Pozos"",""Los Pozos"",""0"",""0"",""5"",""4"",""12"",""10"",""7"",""0"",""0"",""11"",""4"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""2"",""7"",""2"",""0"",""0"",""9"",""8"",""8"",""8"",""9"",""0"",""0"",""10"""
"3,""1110"",""C.E.B.G. LUCIRIA DE PIMENTEL"",""Herrera"",""Los Pozos"",""Los Pozos"",""0"",""3"",""1"",""2"",""1"",""2"",""3"",""1"",""2"",""1"",""1"",""1"",""2"",""1"",""1"",""0"",""4"",""1"",""2"",""1"",""1"",""0"",""1"",""1"",""1"",""2"",""1"",""1"",""0"",""0"",""1"""
"3,""1111"",""Escuela El Piro"",""Herrera"",""Los Pozos"",""Los Pozos"",""2"",""3"",""4"",""3"",""2"",""2"",""4"",""4"",""2"",""2"",""0"",""0"",""1"",""3"",""5"",""4"",""2"",""2"",""2"",""1"",""3"",""0"",""3"",""1"",""1"",""1"",""1"",""4"",""6"",""3"",""3"""
"3,""1112"",""Escuela Rafael Quintero Villarreal"",""Herrera"",""Ocú"",""Llano Grande"",""0"",""2"",""7"",""5"",""2"",""6"",""7"",""2"",""1"",""4"",""5"",""8"",""5"",""4"",""1"",""0"",""4"",""5"",""5"",""5"",""4"",""1"",""0"",""4"",""7"",""6"",""5"",""1"",""1"",""0"",""7"""
"3,""1114"",""Biblioteca Jose Nuñez Roca"",""Herrera"",""Ocú"",""San Sebastián de Ocú"",""1"",""0"",""1"",""1"",""2"",""0"",""0"",""1"",""0"",""1"",""2"",""2"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""0"",""0"",""0"",""0"",""0"",""1"",""0"",""0"",""0"",""0"",""0"""
"3,""1115"",""Escuela Jose D. Carrizo No.1"",""Herrera"",""Ocú"",""San Sebastián de Ocú"",""0"",""1"",""1"",""2"",""3"",""2"",""1"",""1"",""0"",""1"",""1"",""1"",""1"",""1"",""0"",""0"",""0"",""1"",""2"",""1"",""1"",""0"",""0"",""2"",""2"",""1"",""2"",""3"",""0"",""0"",""2"""
"3,""1116"",""Escuela Jose D. Carrizo No.2"",""Herrera"",""Ocú"",""San Sebastián de Ocú"",""1"",""2"",""1"",""2"",""3"",""3"",""3"",""1"",""2"",""2"",""2"",""1"",""2"",""2"",""2"",""1"",""2"",""2"",""1"",""2"",""4"",""1"",""10"",""2"",""3"",""2"",""3"",""4"",""1"",""1"",""3"""
"3,""1118"",""Hospital Sergio Nuñez"",""Herrera"",""Ocú"",""San Sebastián de Ocú"",""1"",""1"",""1"",""1"",""0"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""0"",""1"",""1"",""1"",""1"",""1"",""2"",""1"",""1"",""1"",""0"",""1"""
"3,""1120"",""Municipio Ocú"",""Herrera"",""Ocú"",""San Sebastián de Ocú"",""0"",""1"",""2"",""1"",""1"",""1"",""1"",""1"",""0"",""1"",""1"",""1"",""0"",""2"",""0"",""0"",""0"",""0"",""0"",""1"",""1"",""3"",""0"",""1"",""1"",""1"",""0"",""1"",""1"",""0"",""1"""
"3,""1124"",""Terminal de Transporte de Ocú"",""Herrera"",""Ocú"",""San Sebastián de Ocú"",""4"",""3"",""2"",""1"",""2"",""2"",""2"",""2"",""3"",""2"",""1"",""4"",""4"",""3"",""2"",""2"",""3"",""2"",""4"",""4"",""4"",""5"",""6"",""4"",""3"",""3"",""5"",""4"",""3"",""2"",""1"""
"3,""1125"",""C. DE S. PARITA"",""Herrera"",""Parita"",""Parita"",""1"",""0"",""2"",""2"",""3"",""3"",""3"",""2"",""3"",""4"",""5"",""4"",""4"",""3"",""2"",""1"",""5"",""4"",""3"",""4"",""3"",""0"",""0"",""3"",""3"",""2"",""2"",""3"",""0"",""0"",""2"""
"3,""1126"",""Escuela Puerto Limón"",""Herrera"",""Parita"",""Parita"",""1"",""1"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""1"",""0"",""1"",""1"",""1"",""0"",""0"",""0"",""0"",""1"",""1"",""0"",""1"",""0"",""0"",""0"",""0"",""2"",""2"",""1"",""0"""
"3,""1127"",""Municipio Parita"",""Herrera"",""Parita"",""Parita"",""0"",""0"",""1"",""1"",""1"",""2"",""1"",""0"",""0"",""3"",""1"",""1"",""1"",""1"",""0"",""0"",""0"",""0"",""0"",""1"",""1"",""0"",""0"",""2"",""1"",""0"",""1"",""1"",""0"",""0"",""1"""
"3,""1128"",""Biblioteca Pública José Daniel Crespo"",""Herrera"",""Pesé"",""Pesé"",""2"",""2"",""1"",""2"",""3"",""1"",""3"",""1"",""1"",""2"",""2"",""1"",""1"",""1"",""2"",""0"",""2"",""1"",""1"",""2"",""3"",""0"",""2"",""1"",""2"",""3"",""3"",""1"",""0"",""1"",""1"""
"3,""1129"",""Colegio Secundario de Pese (Jose O. Huertas)"",""Herrera"",""Pesé"",""Pesé"",""0"",""0"",""6"",""6"",""5"",""7"",""7"",""0"",""1"",""9"",""7"",""5"",""5"",""5"",""1"",""0"",""8"",""7"",""6"",""7"",""7"",""0"",""2"",""6"",""6"",""6"",""2"",""1"",""0"",""0"",""1"""
"3,""1130"",""Escuela Ildaura Vieto"",""Herrera"",""Pesé"",""Pesé"",""0"",""2"",""1"",""3"",""2"",""2"",""4"",""2"",""1"",""1"",""3"",""1"",""0"",""1"",""0"",""0"",""0"",""1"",""1"",""1"",""1"",""0"",""0"",""1"",""3"",""3"",""2"",""2"",""2"",""0"",""1"""
"3,""1131"",""Junta Comunal Pesé"",""Herrera"",""Pesé"",""Pesé"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"""
"3,""1136"",""Escuela Melania Pascal de López"",""Herrera"",""Santa María"",""Chupampa"",""1"",""3"",""0"",""1"",""1"",""1"",""2"",""0"",""0"",""1"",""0"",""0"",""1"",""1"",""1"",""0"",""0"",""1"",""1"",""1"",""2"",""1"",""1"",""1"",""1"",""3"",""0"",""1"",""0"",""1"",""1"""
"3,""1137"",""Municipio Santa María"",""Herrera"",""Santa María"",""Santa María"",""0"",""0"",""1"",""1"",""0"",""1"",""1"",""1"",""0"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""0"",""0"",""2"""
"3,""1138"",""Area frente al INADEH Guararé"",""Los Santos"",""Guararé"",""Guararé"",""1"",""1"",""2"",""2"",""2"",""2"",""2"",""1"",""0"",""2"",""4"",""2"",""3"",""3"",""0"",""1"",""1"",""2"",""2"",""1"",""1"",""0"",""0"",""1"",""2"",""1"",""1"",""1"",""1"",""1"",""3"""
"3,""1141"",""Esc. Francisco Ignacio Castillero"",""Los Santos"",""Guararé"",""Guararé"",""2"",""0"",""2"",""2"",""3"",""2"",""5"",""3"",""0"",""2"",""2"",""2"",""3"",""2"",""1"",""0"",""3"",""3"",""3"",""2"",""3"",""2"",""0"",""5"",""6"",""4"",""5"",""6"",""3"",""0"",""4"""
"3,""1142"",""Esc. Primaria Juana Vernaza"",""Los Santos"",""Guararé"",""Guararé"",""0"",""0"",""1"",""1"",""1"",""1"",""1"",""0"",""1"",""1"",""1"",""2"",""2"",""2"",""0"",""0"",""1"",""2"",""1"",""1"",""2"",""0"",""0"",""1"",""1"",""2"",""1"",""2"",""0"",""0"",""1"""
"3,""1143"",""Museo Manuel F. Zárate"",""Los Santos"",""Guararé"",""Guararé"",""1"",""2"",""2"",""2"",""3"",""2"",""2"",""2"",""0"",""0"",""2"",""2"",""2"",""4"",""0"",""2"",""0"",""1"",""2"",""3"",""2"",""3"",""0"",""0"",""0"",""1"",""1"",""2"",""2"",""0"",""0"""
"3,""1144"",""Palacio Municipal de Guararé"",""Los Santos"",""Guararé"",""Guararé"",""2"",""1"",""3"",""2"",""0"",""1"",""1"",""0"",""0"",""1"",""2"",""1"",""1"",""2"",""0"",""0"",""1"",""1"",""1"",""1"",""1"",""0"",""0"",""1"",""0"",""1"",""0"",""1"",""2"",""0"",""1"""
"3,""1145"",""Parque Amalia Ortega (El Jobo)"",""Los Santos"",""Guararé"",""Guararé"",""1"",""1"",""0"",""1"",""0"",""1"",""1"",""3"",""4"",""1"",""3"",""3"",""2"",""1"",""1"",""1"",""0"",""0"",""1"",""1"",""3"",""1"",""2"",""1"",""1"",""1"",""2"",""2"",""1"",""3"",""1"""
"3,""1146"",""Parque Viviana Pérez"",""Los Santos"",""Guararé"",""Guararé"",""3"",""3"",""2"",""2"",""2"",""2"",""5"",""3"",""4"",""1"",""2"",""2"",""2"",""3"",""1"",""3"",""3"",""2"",""3"",""3"",""4"",""3"",""6"",""2"",""2"",""3"",""3"",""4"",""5"",""6"",""4"""
"3,""1148"",""Policlínica de Guararé"",""Los Santos"",""Guararé"",""Guararé"",""1"",""1"",""2"",""4"",""3"",""3"",""3"",""3"",""1"",""3"",""2"",""2"",""3"",""1"",""0"",""1"",""2"",""1"",""3"",""2"",""3"",""1"",""3"",""2"",""3"",""2"",""3"",""3"",""2"",""0"",""3"""
"3,""1150"",""Avenida Central Las Tablas"",""Los Santos"",""Las Tablas"",""Las Tablas"",""1"",""0"",""1"",""2"",""1"",""2"",""2"",""1"",""1"",""1"",""1"",""2"",""0"",""1"",""1"",""0"",""1"",""2"",""2"",""1"",""2"",""1"",""0"",""1"",""1"",""1"",""1"",""1"",""1"",""0"",""1"""
"3,""1153"",""Centro de Salud Las Tablas"",""Los Santos"",""Las Tablas"",""Las Tablas"",""3"",""0"",""3"",""4"",""3"",""3"",""4"",""3"",""1"",""3"",""4"",""3"",""4"",""3"",""3"",""1"",""3"",""3"",""2"",""2"",""2"",""1"",""0"",""3"",""4"",""3"",""4"",""5"",""3"",""2"",""3"""
"3,""1154"",""Colegio Manuel María Tejada Roca"",""Los Santos"",""Las Tablas"",""Las Tablas"",""2"",""1"",""2"",""2"",""1"",""1"",""2"",""2"",""1"",""2"",""2"",""3"",""2"",""2"",""1"",""0"",""2"",""2"",""2"",""2"",""2"",""1"",""0"",""2"",""2"",""2"",""2"",""2"",""2"",""0"",""3"""
"3,""1156"",""Esc. Santa Isabel"",""Los Santos"",""Las Tablas"",""Las Tablas"",""1"",""1"",""4"",""3"",""2"",""0"",""0"",""0"",""0"",""2"",""1"",""2"",""1"",""3"",""3"",""1"",""2"",""3"",""3"",""3"",""5"",""6"",""5"",""5"",""4"",""6"",""8"",""7"",""7"",""3"",""7"""
"3,""1158"",""Hospital Joaquin Pablo Franco Sayas"",""Los Santos"",""Las Tablas"",""Las Tablas"",""1"",""0"",""4"",""3"",""3"",""3"",""3"",""2"",""2"",""3"",""4"",""5"",""6"",""4"",""1"",""1"",""3"",""2"",""3"",""1"",""4"",""1"",""1"",""4"",""6"",""5"",""6"",""4"",""2"",""1"",""4"""
"3,""1160"",""Junta Comunal de las Palmitas"",""Los Santos"",""Las Tablas"",""Las Tablas"",""0"",""1"",""1"",""0"",""0"",""0"",""0"",""0"",""0"",""1"",""1"",""0"",""1"",""0"",""0"",""0"",""1"",""1"",""1"",""1"",""1"",""0"",""1"",""0"",""1"",""2"",""2"",""2"",""2"",""0"",""0"""
"3,""1161"",""Museo Porras"",""Los Santos"",""Las Tablas"",""Las Tablas"",""1"",""2"",""0"",""1"",""1"",""1"",""2"",""2"",""1"",""0"",""1"",""1"",""1"",""1"",""2"",""1"",""1"",""1"",""3"",""5"",""5"",""3"",""3"",""0"",""0"",""2"",""2"",""2"",""2"",""0"",""0"""
"3,""1164"",""Parque Porras Las Tablas"",""Los Santos"",""Las Tablas"",""Las Tablas"",""2"",""2"",""3"",""3"",""4"",""2"",""4"",""3"",""3"",""4"",""3"",""4"",""3"",""4"",""3"",""3"",""6"",""5"",""3"",""0"",""0"",""0"",""0"",""6"",""5"",""5"",""4"",""4"",""5"",""2"",""3"""
"3,""1165"",""Primaria Claudio Vasquez"",""Los Santos"",""Las Tablas"",""Las Tablas"",""0"",""0"",""0"",""0"",""1"",""1"",""1"",""0"",""0"",""1"",""1"",""1"",""1"",""1"",""0"",""0"",""1"",""0"",""0"",""0"",""0"",""0"",""0"",""1"",""1"",""1"",""1"",""1"",""0"",""0"",""1"""
"3,""1166"",""Primaria-Presidente Porras"",""Los Santos"",""Las Tablas"",""Las Tablas"",""0"",""0"",""0"",""1"",""1"",""2"",""1"",""1"",""0"",""2"",""1"",""1"",""2"",""1"",""1"",""0"",""1"",""1"",""2"",""0"",""1"",""0"",""2"",""2"",""1"",""1"",""1"",""1"",""1"",""0"",""0"""
"3,""1168"",""Universidad Nacional de Panama"",""Los Santos"",""Las Tablas"",""Las Tablas"",""0"",""0"",""3"",""4"",""4"",""2"",""3"",""0"",""0"",""4"",""5"",""5"",""7"",""2"",""0"",""0"",""1"",""1"",""2"",""0"",""2"",""0"",""0"",""1"",""0"",""1"",""0"",""1"",""0"",""0"",""1"""
"3,""1169"",""C. DE S. SANTO DOMINGO"",""Los Santos"",""Las Tablas"",""Santo Domingo"",""1"",""4"",""4"",""1"",""1"",""0"",""3"",""1"",""3"",""6"",""3"",""1"",""1"",""3"",""1"",""3"",""2"",""0"",""0"",""0"",""0"",""0"",""0"",""1"",""0"",""2"",""2"",""2"",""1"",""1"",""1"""
"3,""1170"",""Esc. Melquiades Vásquez"",""Los Santos"",""Las Tablas"",""Santo Domingo"",""0"",""0"",""0"",""0"",""0"",""1"",""0"",""1"",""5"",""2"",""2"",""3"",""2"",""1"",""0"",""1"",""1"",""0"",""1"",""1"",""1"",""1"",""2"",""2"",""3"",""3"",""1"",""1"",""0"",""1"",""2"""
"3,""1171"",""C.E.B.G. JAIME ALBA"",""Los Santos"",""Las Tablas"",""Vallerriquito"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""1"",""0"",""1"",""0"",""0"",""2"",""3"",""0"",""0"",""1"",""0"",""0"",""1"",""1"",""1"",""1"",""1"",""0"",""0"",""1"""
"3,""1172"",""Parque de Vallerriquito"",""Los Santos"",""Las Tablas"",""Vallerriquito"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""1"",""0"",""0"",""0"",""1"",""1"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"""
"3,""1174"",""Biblioteca Hector Conte"",""Los Santos"",""Los Santos"",""La Villa de Los Santos"",""3"",""3"",""2"",""3"",""2"",""2"",""3"",""0"",""0"",""2"",""4"",""3"",""4"",""2"",""2"",""1"",""4"",""2"",""2"",""5"",""3"",""1"",""1"",""2"",""2"",""2"",""2"",""1"",""2"",""2"",""8"""
